the,34395,0.06114655796167474
and,22083,0.039258596873605556
to,16636,0.029575058533229275
of,14872,0.026439064108330475
,13318,0.023676402353062485
a,10464,0.018602633595318052
he,9807,0.017434635671758805
in,8744,0.015544861253579994
his,7967,0.014163530375945999
that,7798,0.01386308646562406
was,7328,0.013027532395497964
with,5648,0.010040871038451487
had,5354,0.009518205300968354
it,5164,0.009180428123683335
her,4700,0.008355540701260976
not,4637,0.008243540900371733
him,4574,0.008131541099482489
at,4523,0.008040874594000722
i,4089,0.0072693204100970485
but,4008,0.007125320666096594
on,3987,0.007087987399133512
as,3981,0.007077320751429775
you,3575,0.0063555442568102105
for,3495,0.006213322287427044
she,3402,0.006047989248019115
is,3298,0.005863100687820999
said,2834,0.005038213265398639
all,2754,0.004895991296015474
from,2685,0.004773324847422493
be,2434,0.0043271034184828115
were,2434,0.0043271034184828115
by,2380,0.004231103589149175
what,2314,0.004113770464408063
they,2163,0.0038453264971973385
who,2116,0.0037617710901847287
this,2057,0.003656882387764644
one,2050,0.003644437965443617
which,2016,0.0035839936284557715
have,1973,0.00350754931991232
prince,1886,0.0033528829282081277
so,1852,0.0032924385912202823
pierre,1786,0.0031751054664791705
an,1617,0.0028746615561572337
up,1549,0.002753772882181543
them,1514,0.002691550770576408
or,1513,0.002689772995959118
when,1486,0.0026417730812922998
did,1478,0.0026275508843539835
been,1475,0.002622217560502115
there,1461,0.0025973287158600608
their,1438,0.0025564398996624008
no,1394,0.0024782178165016597
would,1362,0.0024213290287483933
now,1305,0.002319995875562888
only,1290,0.0022933292563035446
if,1281,0.002277329284747938
me,1263,0.002245329341636726
are,1259,0.002238218243167568
out,1224,0.0021759961315624327
my,1220,0.0021688850330932744
could,1110,0.001973329825191422
natasha,1092,0.0019413298820802095
man,1065,0.0018933299674133912
will,1057,0.0018791077704750747
more,1052,0.0018702188973886268
andrew,1040,0.001848885601981152
do,1033,0.001836441179660125
himself,1014,0.0018026634619316233
about,1008,0.0017919968142278858
into,1003,0.001783107941141438
how,991,0.001761774645733963
we,947,0.001683552562573222
its,943,0.0016764414641040639
then,935,0.0016622192671657474
time,922,0.0016391081971409828
princess,915,0.0016266637748199558
face,891,0.0015839971840050063
french,874,0.0015537750155110836
went,859,0.00152710839625174
some,843,0.0014986640023751069
know,840,0.0014933306785232382
after,834,0.0014826640308195007
before,821,0.0014595529607947363
eyes,820,0.0014577751861774469
your,807,0.0014346641161526823
old,802,0.0014257752430662345
very,800,0.0014222196938316555
thought,765,0.0013599975822265204
men,761,0.0013528864837573623
room,755,0.0013422198360536247
go,752,0.001336886512201756
well,741,0.001317330991411571
like,734,0.001304886569090544
see,727,0.0012924421467695169
began,715,0.001271108851362042
rostov,715,0.001271108851362042
moscow,708,0.001258664429041015
again,703,0.0012497755559545672
